delta,prods
-2.6556132936018053,1199
-2.2774119220848856,1200
-1.5415753010982054,1201
-1.740055652466944,1202
-2.150193413336593,1203
-1.811051530772779,1204
-2.5722023021849565,1205
-2.327130315639477,1206
-7.762131725687404,1207
-2.3492263004855407,1208
-2.6182751135712867,1209
-2.545697570536389,1210
-4.693085602023678,1211
-3.7614145772819993,1212
-2.7771820564321463,1213
-5.142401425412982,1214
-4.042543713465233,1215
-7.0199166208250725,1216
-4.517395118149972,1217
-6.463230697886428,1218
-8.251257012222121,1219
-3.0208692331679896,1220
-4.303008110063411,1221
-3.962581768530867,1222
-5.54883334989335,1223
-4.612465290997583,1224
-4.099456897799991,1225
-5.292303867833508,1226
-7.491011065896171,1227
-1.757430366479019,1228
-2.1624506834710884,1229
-2.4414398265420094,1230
-4.425368837596628,1231
-3.3393617931542954,1232
-1.7862943792153136,1233
-4.089047583631554,1234
-2.9781903616410044,1235
-2.9443606619890965,1236
-2.5915224910758865,1237
-2.626697943106292,1238
-2.838015996397712,1239
-2.893041202542573,1240
-2.238213089185078,1241
-3.056381480753085,1242
-3.6727979429072235,1243
-2.7013994337298874,1244
-2.7122896269699273,1245
-2.079810993605766,1246
-1.74791021431525,1247
-2.0037465937869428,1248
-3.0852775939387653,1249
-0.9933633292188624,1250
-0.6430016050468077,1251
-0.8683104272285549,1252
-0.48470712142097616,1253
-1.1418813286415794,1254
-1.8344384897239738,1255
-4.414745219965885,1256
-5.513231265777383,1257
-4.896947799419131,1258
-4.767775207408658,1259
-5.962804319904266,1260
-3.8703778183971154,1261
-2.2998123292342245,1262
-2.5548774885846486,1263
-6.438314258923556,1264
-4.771255655030091,1265
-5.904482513383711,1266
-4.848687780319927,1267
-4.593591653144948,1268
-3.602617581884038,1269
-5.367702655029886,1270
-2.6932732887848436,1271
-6.219798255123466,1272
-3.668391376519002,1273
-1.409751359183224,1274
-4.690519421060159,1275
-3.587006653895971,1276
-4.26918689033431,1277
-3.304109361620863,1278
-3.225035020063175,1279
-1.914028041512211,1280
-2.0521271719363625,1281
-5.189029415416595,1282
-2.462635847135657,1283
-1.7494197050245028,1284
-4.082586547480323,1285
-2.4794621311658607,1286
-3.1484784306045492,1287
-1.755025512052947,1288
-2.254885265202294,1289
-3.0741059278195486,1290
-5.001971575874921,1291
-4.817589580210581,1292
-3.6971514565824357,1293
-5.42950088577721,1294
-5.9599380486248945,1295
-5.115890952322515,1296
-5.239371922349876,1297
-5.582547103724796,1298
-4.596679346234449,1299
-6.231493040758483,1300
-5.060327574378763,1301
-3.7633065875054204,1302
-4.587003511868115,1303
-4.462170376500458,1304
-4.904428048816702,1305
-6.16876160360971,1306
-4.1851193259628054,1307
-5.199612799515632,1308
-4.524279060931052,1309
-4.950992473724591,1310
-4.4099285039112965,1311
-2.479750900472914,1312
-4.660312154665263,1313
-6.160242846711617,1314
-4.1518703635404846,1315
-6.326890116250561,1316
-5.584285390564698,1317
-4.589163930621575,1318
-2.9549424393349413,1319
-3.6290904922934777,1320
-3.188633963946063,1321
-0.6953281548088097,1322
-1.243051800986156,1323
-5.352303105225503,1324
-2.917043341123679,1325
-1.5005166248114516,1326
-2.872099275428271,1327
-2.1443780939122377,1328
-2.308073412317696,1329
-2.0100186422086077,1330
-2.252229203217692,1331
-4.775524067885394,1332
-4.6359887232681585,1333
-4.305670701477245,1334
-5.8562598066656,1335
-5.862016549607694,1336
-4.887687314359015,1337
-4.1148215822488,1338
-3.8000591355032376,1339
-4.632636444600701,1340
-4.598366238711198,1341
-5.661325559819183,1342
-2.950985837384634,1343
-4.47617991061213,1344
-4.003050597571536,1345
-4.455383512343264,1346
-6.112263867590311,1347
-3.5963270609061495,1348
-5.025786323064782,1349
-5.6218298370454605,1350
-4.820702943689289,1351
-4.9673460688941535,1352
-5.448228233516214,1353
-5.309688419161276,1354
-3.7447156074777936,1355
-5.720675608543782,1356
-4.801100401954433,1357
-2.984317068052814,1358
-6.289727575134313,1359
-3.5503445891783265,1360
-3.006489332123129,1361
-4.637063200805725,1362
-3.3467673290152566,1363
-3.6354152511475566,1364
-4.244295509940124,1365
-4.041447991407179,1366
-2.0352248121453753,1367
-1.6711586633054818,1368
-2.7820015097329365,1369
-4.954656527772253,1370
-2.079715702388127,1371
-2.421646903204406,1372
-2.895027920395588,1373
-2.1176145289688657,1374
-3.307174476848836,1375
-2.0716606633446157,1376
-1.4146045192968502,1377
-1.9036061935013717,1378
-3.7430673849996716,1379
-4.484533366806447,1380
-4.398734516601776,1381
-4.351202979433451,1382
-6.325816753355586,1383
-2.9250160984945355,1384
-4.729170894273027,1385
-5.039733819150345,1386
-4.667766150105436,1387
-4.481561895749634,1388
-4.176951510800693,1389
-3.6312896987973122,1390
-4.762172083958298,1391
-4.235086205864429,1392
-4.704216993417417,1393
-4.047853452886389,1394
-4.437550535298727,1395
-5.320268820320533,1396
-2.8566948028599843,1397
-5.675624750216202,1398
-3.657329636789356,1399
-4.6227545586214935,1400
-5.386658469330044,1401
-4.096550291512786,1402
-3.3506133222761574,1403
-3.393889073059436,1404
-2.481136833021591,1405
-4.389424177468807,1406
-4.278227748486982,1407
-5.14835247977409,1408
-4.78626797258842,1409
-4.6426331659596345,1410
-4.6939092954319115,1411
-4.900483569049838,1412
-3.798521308647919,1413
-3.61818806436387,1414
-3.93721296312638,1415
-3.889535212845824,1416
-2.4581394695816545,1417
-1.9046608623627646,1418
-3.999311525184763,1419
-3.0044725432714054,1420
-3.178060665108089,1421
-3.399427856418829,1422
-3.1163320297521717,1423
-2.5720392897884397,1424
-2.3979181917406125,1425
-2.760940459994455,1426
-2.942495619745717,1427
-2.601533003625155,1428
-1.864629709635718,1429
-2.83880594316555,1430
-2.7585946510420163,1431
-3.187337678610742,1432
-1.0248536223230613,1433
-2.8090568311999355,1434
-3.3869616718382556,1435
-2.8496864174825376,1436
-3.7110112861992812,1437
-4.0243938734310625,1438
-3.5497057416469113,1439
-3.0385348979428053,1440
-2.5145045713836063,1441
-4.43568296535402,1442
-2.628453493774922,1443
-1.536366586900194,1444
-1.6191636669133054,1445
-4.382609878904146,1446
-4.205173156381018,1447
-4.507998927182096,1448
-2.97504391222107,1449
-4.10633594186779,1450
-4.085959667614359,1451
-4.14279872240865,1452
-3.667873576950245,1453
-4.1602750252907645,1454
-3.5550165287745323,1455
-4.119118930011407,1456
-2.8636248298433684,1457
-4.135148201550165,1458
-3.2945803618626455,1459
-4.707583006445134,1460
-4.176749972124147,1461
-4.179105843926128,1462
-4.487193562472987,1463
-3.0703791982881334,1464
-5.363764208720099,1465
-4.076376394669686,1466
-3.9845357336031753,1467
-4.330673181672679,1468
-3.01685173983916,1469
-4.326022523562928,1470
-4.4575986138703865,1471
-3.2944401669233376,1472
-6.136334030819296,1473
-5.867529252967309,1474
-5.6765296313005305,1475
-6.320176668597007,1476
-4.699453463655906,1477
-5.554552360020593,1478
-4.49607946372215,1479
-4.617127442635248,1480
-2.9829138020450605,1481
-3.65201739342651,1482
-4.346648709633586,1483
-2.539655515838205,1484
-4.300525283979236,1485
-3.3227170418902583,1486
-3.583960239448354,1487
-3.060315369899813,1488
-1.6477108665185716,1489
-2.570270747643566,1490
-3.493216130047364,1491
-2.4067289447453897,1492
-2.3822049517266874,1493
-2.6173830235767173,1494
-2.2165777800723316,1495
-3.071423292761227,1496
-2.325195396421157,1497
-1.3754757692092139,1498
-1.5866946176072902,1499
-3.3935792979879986,1500
-5.209837915616693,1501
-5.014133710458243,1502
-5.885934700281769,1503
-3.025507235232839,1504
-5.426233791904848,1505
-5.009589846985911,1506
-5.232208135703349,1507
-5.457365723660024,1508
-4.100160831595123,1509
-4.270976191899784,1510
-5.1380602086395175,1511
-5.55742248774017,1512
-5.5030317009455665,1513
-4.142801823370023,1514
-4.953854720526229,1515
-5.2398854424990535,1516
-5.917650035549556,1517
-6.296965317386079,1518
-3.8358157875632672,1519
-4.180598123370304,1520
-6.441181667476682,1521
-3.7423237118755663,1522
-7.3004055478248695,1523
-4.898541647196841,1524
-3.5671470742959777,1525
-4.625447184752624,1526
-5.08165496446495,1527
-4.089907555330424,1528
-4.768226577085429,1529
-6.726642759364793,1530
-5.158880268935181,1531
-4.090732327488649,1532
-4.624508547217282,1533
-3.902251734663045,1534
-5.084328465182145,1535
-4.3682218136744675,1536
-4.789768584159231,1537
-3.680975710426595,1538
-5.722748207881936,1539
-5.178709158092171,1540
-3.3718630248074297,1541
-4.655464401133213,1542
-1.5588969355682147,1543
-4.930154687102032,1544
-3.64476006677722,1545
-3.4896262800864477,1546
-2.747514565022848,1547
-5.57115660891056,1548
-4.386799020342457,1549
-3.4593672478895874,1550
-2.284230606057224,1551
-5.1251832708886385,1552
-6.555938995373574,1553
-5.937937057063689,1554
-5.393094864305729,1555
-4.96479585609998,1556
0.09758241964683956,1557
-0.3892873086480457,1558
0.4190093825339125,1559
-0.9182098819986382,1560
1.1436110878883328,1561
0.4689122192329147,1562
0.5590023257505394,1563
-1.4339911491035666,1564
-1.1038383832183687,1565
-1.2923838143819224,1566
-0.6057980867509243,1567
-0.9661235090484395,1568
-0.7141039026570759,1569
-0.4554333166136626,1570
0.5737850688170525,1571
-0.24950731402744664,1572
0.2743666349776115,1573
-0.028394056115096156,1574
0.10553987650991026,1575
0.46133548290272586,1576
0.35353559938799917,1577
